Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Suzuki Alto Essence Manuelle 2010 à Larache,"Toute la ville, Larache",29 000 DH,2010,Manuelle,Essence,130 000 - 139 999,Suzuki,Alto,5.0,WW au Maroc,Non,5 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 208,"Casabarata, Tanger",95 000 DH,2016,Manuelle,Diesel,140 000 - 149 999,Peugeot,208,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True
رونو كونغو,"Autre secteur, Casablanca",35 000 DH,2000,Manuelle,Diesel,100 000 - 109 999,Renault,Kangoo,5.0,WW au Maroc,Non,7 CV,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toyota Auris Essence Manuelle 2012 à Laâyoune,"Toute la ville, Laâyoune",85 000 DH,2012,Manuelle,Essence,150 000 - 159 999,Toyota,Auris,,,,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alfa Romeo Giulietta model 2011,"Hay Mohammadi, Casablanca",93 000 DH,2011,Manuelle,Diesel,190 000 - 199 999,Alfa Romeo,Giulietta,5.0,WW au Maroc,Non,6 CV,Bon,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True
fleunce renault,"Firdaouss, Temara",97 000 DH,2014,Manuelle,Diesel,180 000 - 189 999,Renault,Fluence,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True
express toutes neufs,"Toute la ville, Khénifra",169 000 DH,2023,Manuelle,Diesel,20 000 - 24 999,Renault,Express,,WW au Maroc,,6 CV,Neuf,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True
Citroen berlingo,"Zouagha, Fès",65 000 DH,2011,Manuelle,Diesel,190 000 - 199 999,Citroen,Berlingo,5.0,WW au Maroc,,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
406 Diseil,"Aïn Chock, Casablanca",31 500 DH,1999,Manuelle,Diesel,20 000 - 24 999,Peugeot,406,5.0,WW au Maroc,Non,8 CV,Bon,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
C15 model 2002,"Toute la ville, Laâyoune",33 000 DH,2002,,Diesel,0 - 4 999,Citroen,C15,,,,,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Audi SQ5 Diesel Automatique 2015 à Tanger,"Ahlane, Tanger",290 000 DH,2015,Automatique,Diesel,130 000 - 139 999,Audi,Q5,5.0,Importée neuve,Oui,12 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
renault clio model octobre 2019 jamais accidenté,"Al Qods, Casablanca",108 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hunday accent esnsse,"Toute la ville, Ain Aouda",33 000 DH,2000,Manuelle,Essence,10 000 - 14 999,Hyundai,Accent,5.0,,,6 CV,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
سيارة للبيع,"Ain El Hayani, Tanger",32 000 DH,1987,Manuelle,Essence,0 - 4 999,Renault,R18,5.0,,,4 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Jetta Diesel Automatique 2016,"Hay Massira, Marrakech",160 000 DH,2016,Automatique,Diesel,15 000 - 19 999,Volkswagen,Jetta,5.0,,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
golf 7  a vendre,"Toute la ville, Khénifra",170 000 DH,2018,Manuelle,Diesel,80 000 - 84 999,Volkswagen,Golf 7,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True
skoda super  2015,"Toute la ville, Khouribga",140 500 DH,2015,Automatique,Diesel,150 000 - 159 999,Skoda,Superb,5.0,Importée neuve,Non,8 CV,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Fiat Palio Diesel Manuelle 2000 à Casablanca,"Ain Sebaa, Casablanca",33 000 DH,2000,Manuelle,Diesel,0 - 4 999,Fiat,Palio,5.0,WW au Maroc,Non,7 CV,Très bon,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
Hyundai Tucson Diesel Automatique 2017 à Taroudant,"Toute la ville, Taroudant",212 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Hyundai,Tucson,5.0,WW au Maroc,Non,7 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
Seat leon black line 2015 automatique,"Toute la ville, Tifelt",134 000 DH,2015,Automatique,Diesel,150 000 - 159 999,Seat,Leon,,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Golf 7 Diesel Automatique 2015,"Polo, Casablanca",182 000 DH,2015,Automatique,Diesel,180 000 - 189 999,Volkswagen,Golf 7,5.0,,,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
je mete vendur golf 7,"Zerhounia, Meknès",160 000 DH,2014,Manuelle,Diesel,150 000 - 159 999,Volkswagen,Golf 7,,Dédouanée,Non,7 CV,Excellent,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True
Peugeot 207 Diesel Manuelle 2017 à Tanger,"Autre secteur, Tanger",115 000 DH,2017,Manuelle,Diesel,160 000 - 169 999,Peugeot,207,5.0,Dédouanée,Non,6 CV,Excellent,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True
jetta diesel,"Toute la ville, Al Aaroui",34 000 DH,1988,Manuelle,Diesel,Plus de 500 000,Volkswagen,Jetta,5.0,,Non,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ماركات أخرى موديلات أخرى بنزين يدوي 1991,"El Youssoufia, Rabat",20 000 DH,1991,Manuelle,Essence,250 000 - 299 999,Autres,Autres,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fiat uno,"Sidi Bouzekri, Meknès",31 000 DH,2000,Manuelle,Diesel,0 - 4 999,Fiat,Uno,,,,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMW diwana 97,"Toute la ville, Azrou",18 000 DH,1994,Manuelle,Diesel,120 000 - 129 999,BMW,Série 5,,Dédouanée,Non,8 CV,Bon,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
atos mziana,"Agdal, Rabat",36 000 DH,2007,Manuelle,Essence,200 000 - 249 999,Hyundai,Atos,5.0,WW au Maroc,Non,6 CV,Bon,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
voiture,"Toute la ville, Mechra Bel Ksiri",93 000 DH,2012,Manuelle,Essence,10 000 - 14 999,Renault,Kangoo,5.0,WW au Maroc,Non,4 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فياط بونتو للبيع,"Hamria, Meknès",65 000 DH,2008,Manuelle,Diesel,180 000 - 189 999,Fiat,Punto,5.0,WW au Maroc,Non,5 CV,Excellent,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Mercedes-Benz 250 Diesel Manuelle 1998 à Ben Ahmed,"Toute la ville, Ben Ahmed",76 000 DH,1998,Manuelle,Diesel,400 000 - 449 999,Mercedes-Benz,250,5.0,Dédouanée,Oui,10 CV,Très bon,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True
Jeep Grand Cherokee Diesel Automatique 2012,"Casablanca Finance City, Casablanca",140 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12 CV,Très bon,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True
فورد فريكو,"Toute la ville, El Kelâa des Sraghna",85 000 DH,2014,Manuelle,Diesel,10 000 - 14 999,Ford,Transit,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Touareg,"Biranzarane, El Jadida",440 000 DH,2022,Automatique,Diesel,50 000 - 54 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,10 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault 19 Diesel,"Toute la ville, Sidi Kacem",43 000 DH,1994,Manuelle,Diesel,200 000 - 249 999,Renault,19,5.0,Dédouanée,,7 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dacia. duster bon etat,"Aouama Gharbia, Tanger",1 550 000 DH,2018,Manuelle,Diesel,15 000 - 19 999,Dacia,Duster,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Hyundai i 10 Essence Manuelle 2010 à Marrakech,"Hay Massira, Marrakech",55 000 DH,2010,Manuelle,Essence,190 000 - 199 999,Hyundai,i10,5.0,WW au Maroc,Non,5 CV,Excellent,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True
Mercedes-Benz Classe E Diesel Automatique 2014,"Toute la ville, Béni Mellal",190 000 DH,2014,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,Classe E,5.0,Dédouanée,Oui,9 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Citroen C3 Diesel Manuelle 2015 à Béni Mellal,"Toute la ville, Béni Mellal",900 000 DH,2015,Manuelle,Diesel,160 000 - 169 999,Citroen,C3,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Peugeot 206 a vendre bon état,"Toute la ville, Ksar es-Seghir",60 000 DH,2000,Manuelle,Diesel,250 000 - 299 999,Peugeot,206,5.0,Dédouanée,Non,6 CV,Excellent,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
BMW X5 Diesel Automatique 2009 à Rabat,"Médina de Rabat, Rabat",180 000 DH,2009,Automatique,Diesel,250 000 - 299 999,BMW,X5,5.0,WW au Maroc,Non,12 CV,Très bon,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
voiture fyat fyorino lbay3,"Hay Salam, Agadir",85 000 DH,2016,Manuelle,Diesel,180 000 - 189 999,Fiat,Fiorino,5.0,WW au Maroc,Oui,5 CV,Très bon,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True
Volvo XC60 Diesel Automatique 2020 à Agadir,"Abattoirs, Agadir",319 998 DH,2020,Automatique,Diesel,130 000 - 139 999,Volvo,XC60,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
Audi Q3 Diesel Manuelle 2015 à Marrakech,"Autre secteur, Marrakech",265 000 DH,2015,Manuelle,Diesel,160 000 - 169 999,Audi,Q3,5.0,Dédouanée,Oui,8 CV,Excellent,False,True,False,True,True,False,True,False,False,True,False,True,True,True,False,False
Mercedes,"Toute la ville, Laâyoune",53 000 DH,1995,Manuelle,Diesel,55 000 - 59 999,Mercedes-Benz,250,5.0,Importée neuve,Non,8 CV,Très bon,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True
3008 en très bonne état jamais accidenté,"Toute la ville, Sidi Bennour",90 000 DH,2011,Manuelle,Diesel,180 000 - 189 999,Peugeot,3008,5.0,Importée neuve,Non,6 CV,Très bon,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False
voiture,"Ain el Hayat, Skhirat",29 000 DH,1991,Manuelle,Diesel,200 000 - 249 999,Renault,19,5.0,WW au Maroc,Non,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Ford Fiesta Diesel Manuelle 2020 à Casablanca,"Al Madina Aljadida, Casablanca",110 000 DH,2020,Manuelle,Diesel,95 000 - 99 999,Ford,Fiesta,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
megan4 tous opsiont,"Sbata, Casablanca",150 000 DH,2017,Manuelle,Diesel,10 000 - 14 999,Renault,Megane,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fiat Seina,"El Matar, Safi",26 000 DH,2005,Manuelle,Essence,170 000 - 179 999,Fiat,Siena,5.0,Dédouanée,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ford fiesta titanyoum,"Tghat, Fès",95 000 DH,2013,Manuelle,Diesel,15 000 - 19 999,Ford,Fiesta,5.0,Dédouanée,Non,6 CV,Très bon,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True
Dacia Logan Diesel Manuelle 2010 à Casablanca,"Oulfa, Casablanca",68 000 DH,2010,Manuelle,Diesel,180 000 - 189 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
Spark 2013,"Mabrouka, Marrakech",57 500 DH,2013,Manuelle,Essence,65 000 - 69 999,Chevrolet,Spark,5.0,WW au Maroc,Oui,6 CV,Très bon,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
crossland Opel,"Toute la ville, Errahma",170 000 DH,2021,Manuelle,Diesel,95 000 - 99 999,Opel,Grandland,5.0,WW au Maroc,Oui,5 CV,Excellent,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True
Peugeot 308 Diesel Manuelle 2017 à Casablanca,"Oulfa, Casablanca",131 000 DH,2017,Manuelle,Diesel,15 000 - 19 999,Peugeot,308,5.0,WW au Maroc,Non,6 CV,Excellent,False,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False
داصيا ساندرو ديزل يدوي 2022 في أكادير,"Abattoirs, Agadir",140 500 DH,2022,Manuelle,Diesel,30 000 - 34 999,Dacia,Sandero,5.0,WW au Maroc,Non,6 CV,Très bon,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True
golf 4 module 2000 duanne 2010,"Toute la ville, Fquih Ben Saleh",67 000 DH,2000,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Golf 4,5.0,Dédouanée,Non,8 CV,Très bon,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False
seat ibiza model 2014,"El Houda, Agadir",97 000 DH,2014,Manuelle,Diesel,15 000 - 19 999,Seat,Ibiza,5.0,,Non,6 CV,Excellent,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
Renalt3,"Saada, El Jadida",62 000 DH,2006,Manuelle,Diesel,110 000 - 119 999,Renault,Megane,5.0,Dédouanée,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Opel Astra Diesel Manuelle 2017 à Casablanca,"Sidi Bernoussi, Casablanca",1 450 000 DH,2017,Manuelle,Diesel,60 000 - 64 999,Opel,Astra,5.0,WW au Maroc,Oui,6 CV,Bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Mercedes-Benz Classe E Coupé Diesel Automatique,"Hay Riad, Rabat",460 000 DH,2018,Automatique,Diesel,100 000 - 109 999,Mercedes-Benz,Classe E,3.0,WW au Maroc,Oui,9 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mitsubishi Lancer Diesel Manuelle 2012,"Anfa, Casablanca",61 999 DH,2012,Manuelle,Diesel,160 000 - 169 999,Mitsubishi,Lancer,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Renault 4,"Saada, El Jadida",62 000 DH,2006,Manuelle,Diesel,190 000 - 199 999,Renault,Megane,5.0,Dédouanée,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peugeot 206 plus  Essence Manuelle,"Anfa, Casablanca",45 000 DH,2011,Manuelle,Essence,190 000 - 199 999,Peugeot,206,5.0,WW au Maroc,Oui,6 CV,Très bon,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True
voiture,"Smaâla, Settat",98 000 DH,2015,Manuelle,Diesel,0 - 4 999,Volkswagen,Touran,5.0,Importée neuve,,8 CV,Très bon,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,True
Voiture à vendre,"Hamria, Meknès",12 300 DH,2018,Automatique,Diesel,130 000 - 139 999,Renault,Clio,5.0,,,6 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
سيارة في حالة جيدة,"Toute la ville, Guercif",120 000 DH,2015,Manuelle,Diesel,140 000 - 149 999,Dacia,Duster,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False
Renault R9,"Sidi Moumen, Casablanca",12 000 DH,1986,Manuelle,Diesel,Plus de 500 000,GWM Motors,Florid,5.0,Dédouanée,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Touran,"Smaâla, Settat",98 000 DH,2015,Manuelle,Diesel,0 - 4 999,Volkswagen,Touran,5.0,Importée neuve,Non,8 CV,Très bon,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,True
Hyundai i 30 Diesel Manuelle 2012 à Agadir,"Tilila, Agadir",95 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Hyundai,i30,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toyota Yaris Hybride Automatique 2019 à Casablanca,"Maarif, Casablanca",150 000 DH,2019,Automatique,Hybride,50 000 - 54 999,Toyota,Yaris,5.0,WW au Maroc,Oui,9 CV,Excellent,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True
Citroen C4,"Centre, Kénitra",102 000 DH,2014,Manuelle,Diesel,20 000 - 24 999,Citroen,C4,5.0,,,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Kadjar 1.6 dci Manuelle 2017 à Casablanca,"Val Fleuri, Casablanca",180 000 DH,2017,Manuelle,Diesel,90 000 - 94 999,Renault,Kadjar,5.0,WW au Maroc,Oui,6 CV,Très bon,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
Audi A4 Diesel Manuelle 2014 à Marrakech,"Hay Targa, Marrakech",200 000 DH,2014,Manuelle,Diesel,110 000 - 119 999,Audi,A4,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Passat Diesel Manuelle 2000 à Berrechid,"Toute la ville, Berrechid",41 000 DH,2000,Manuelle,Diesel,180 000 - 189 999,Volkswagen,Passat,,,,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ford Focus Diesel Manuelle 2014 à Casablanca,"2 Mars, Casablanca",132 000 DH,2014,Manuelle,Diesel,85 000 - 89 999,Ford,Focus,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volvo C30 Essence Manuelle 2010 à Marrakech,"M'Hamid, Marrakech",78 000 DH,2010,Manuelle,Essence,110 000 - 119 999,Volvo,C30,3.0,WW au Maroc,Non,9 CV,Très bon,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
